Name,Description,Sections
Possession,"Possession is an asymmetric relationship between two constituents, the referent of one of which (the possessor) in some sense possesses (owns, has as a part, rules over, etc.) the referent of the other (the possessed).","sec:nounposssuf,sec:nominalperson,sec:irregnouns,sec:nounphrases"
